SRNo,Sno,StateCD,DistrictCD,BlockCode,SubDistrictCD,VillageCode,LabType,LabName,districtnm,blockNameEng,Email,Mobile,MNTF,BTF,STF,Prsn_Soil,Prsn_Technical,Prsn_Supporting,An_Routine,An_Full,Sa_Routine,Sa_Full,Charges_Full_Actual,Charges_Full_Charged,Charges_Routine_Actual,Charges_Routine_Charged,Govt_Funding,Static_Mobile,Status,Town_Village_Name,SubDistName,statenm,address,lat,long
734,126,11,1106,4487,04152,6571,KVK,KVK YCMOU Nasik,NASIK,NASHIK                                            ,kvknashik@rediffmail.com,9403774763,No,No,No,1,0,0,1000,0,700,0,100,100,100,100,ICAR,Static,Complete,Nashik ,Nashik,MAHARASHTRA,NASHIK Nashik NASIK MAHARASHTRA,19.9974533,73.78980229999999
735,750,11,1106,4487,04154,299584,Private,Multimol Micro Fertilizer Industries,NASIK,NASHIK                                            ,multimolnsk@yahoo.com,9881890512,Yes,No,No,2,2,2,3500,3500,106,106,150,200,100,15,Private,Static,Complete,Malegaon,Sinnar,MAHARASHTRA,NASHIK Sinnar NASIK MAHARASHTRA,19.8530593,74.00063279999999
736,69,11,1106,4487,04152,550975,Govt,NASIK,NASIK,NASHIK                                            ,santoshbendkoli@gmail.com,9689746760,Yes,Yes,Yes,2,2,4,3,3,3,3,1,1,1,1,State Government Scheme,Mobile,Complete,Naktopur,Jaunpur ,MAHARASHTRA,NASHIK Jaunpur NASIK MAHARASHTRA,,
737,814,11,1106,4488,04155,287527,Research Institute,National Horticulture Research & Development Foundation,NASIK,NIPHAD                                            ,nhrdf_nsk@sancharnet.in,2550237551,Yes,Yes,Yes,1,4,2,10000,10000,8090,8090,1000,645,250,165,No,Static,Complete,Niphad,Niphad,MAHARASHTRA,NIPHAD Niphad NASIK MAHARASHTRA,20.0799646,74.10931409999999
738,757,11,1106,4488,04155,287750,Private,Nirmala Krishi Laboratories,NASIK,NIPHAD                                            ,nirmalalab@rediffmail.com,9890485336,Yes,Yes,Yes,2,0,3,3000,3000,300,300,450,500,0,0,No,Static,Complete,Pimpalgaon Baswant,Niphad,MAHARASHTRA,NIPHAD Niphad NASIK MAHARASHTRA,20.0799646,74.10931409999999
739,721,11,1106,4487,04152,6572,Private,Om Laboratories,NASIK,NASHIK                                            ,omlaboratories@dataone.in,9226576980,Yes,No,No,3,0,5,10000,10000,1220,1220,200,140,200,15,Private,Static,Complete,Deolali ,Nashik,MAHARASHTRA,NASHIK Nashik NASIK MAHARASHTRA,19.9974533,73.78980229999999
740,753,11,1106,4479,04145,6558,Private,Shet Jamin Mimansa  Prayogshala,NASIK,BAGLAN                                            ,rbherbalagro@gmail.com,2555225206,Yes,Yes,Yes,2,1,2,7000,7000,1236,1236,150,200,70,15,No,Static,Complete,Satana ,Baglan,MAHARASHTRA,BAGLAN Baglan NASIK MAHARASHTRA,19.9530242,73.83078379999999
741,723,11,1106,4485,04146,6561,Private,Shri Krushi Laboratories,NASIK,MALEGAON                                          ,shrimig@gmail.com,9960911191,Yes,No,No,6,6,4,25000,25000,2876,2876,200,180,150,15,Private,Static,Complete,Malegaon ,Malegaon,MAHARASHTRA,MALEGAON Malegaon NASIK MAHARASHTRA,20.5547497,74.5100291
742,622,11,1106,4485,04146,125257,Co-Operative Society,"Shri, Vayanaktesh Bhau Uddeshiya Co-Op. Society Ltd.",NASIK,MALEGAON                                          ,shreevmig@rediffmail.com,9423508822,Yes,Yes,Yes,4,4,4,7500,7500,2644,2644,200,200,150,15,Other,Static,Complete,Malagaon,Malegaon,MAHARASHTRA,MALEGAON Malegaon NASIK MAHARASHTRA,20.5547497,74.5100291
743,697,11,1120,4498,04240,6742,Govt,"District Soil Survey Soil Testing Laboratory, Osmanabad",OSMANABAD,OSMANABAD                                         ,soilosmanabad1@gmail.com,02472-222276,Yes,No,No,1,6,6,10000,15000,16000,21000,700,450,250,15,State Government Scheme,Static,Complete,Osmanabad ,Osmanabad,MAHARASHTRA,OSMANABAD Osmanabad OSMANABAD MAHARASHTRA,18.1860659,76.0419409
744,1212,11,1120,4500,04241,6744,KVK,KVK soil testing laboratory ,OSMANABAD,TULJAPUR                                          ,kvktuljapur@gmail.com,9404677351,No,No,No,0,0,1,389,0,280,0,0,0,200,185,State Government Scheme,Static,Complete,Tuljapur ,Tuljapur,MAHARASHTRA,TULJAPUR Tuljapur OSMANABAD MAHARASHTRA,18.010037,76.07106809999999
745,1213,11,1120,4498,04240,6742,Private,"Prakash Agro Industries,Soil and Water Test.Lab.,Os.bad",OSMANABAD,OSMANABAD                                         ,prakashagrotech@gmail.com,9422466889,Yes,No,No,1,5,2,10000,14500,10000,14500,400,400,50,50,No,Static,Complete,Osmanabad ,Osmanabad,MAHARASHTRA,OSMANABAD Osmanabad OSMANABAD MAHARASHTRA,18.1860659,76.0419409
746,1991,11,1120,4498,04237,516511,Govt,STL OSMANABAD,OSMANABAD,OSMANABAD                                         ,soilosmanabad1@gmail.com,0247222227,Yes,No,No,4,6,2,6750,10000,6750,10000,525,525,85,85,State Government Scheme,Static,Complete,Padoli,Bhum,MAHARASHTRA,OSMANABAD Bhum OSMANABAD MAHARASHTRA,18.4608782,75.6586295
747,1219,11,1117,4506,04118,6510,SAU, Soil Science Dep. M.K.V. Parbhani,PARBHANI,PARBHANI                                          ,soilspbn@rediffmail.com,02452 234016,Yes,Yes,Yes,1,2,2,0,3600,0,3000,500,500,0,0,.,Static,Complete,Parbhani ,Parbhani,MAHARASHTRA,PARBHANI Parbhani PARBHANI MAHARASHTRA,19.2609958,76.77666500000001
748,1215,11,1117,4509,04116,6506,Private,Baliraja Lab Selu ,PARBHANI,SAILU,kulkarnivijay001@gmail.com,9421595694,No,No,No,0,0,0,1500,0, , , , , , ,No,Static,Under Progress,Sailu ,Sailu,MAHARASHTRA,SAILU Sailu PARBHANI MAHARASHTRA,19.4532003,76.4389549
749,1966,11,1117,4506,04118,30500,Govt,distric soil testing lab parbhani,PARBHANI,PARBHANI                                          ,soilparabhani@gmail.com,9421391973,Yes,No,No,00,07,06,42,9870,42,9870,235,9870,235,14100,"RKVY,State Government Scheme",Static,Complete,Mandwa,Parbhani,MAHARASHTRA,PARBHANI Parbhani PARBHANI MAHARASHTRA,19.2609958,76.77666500000001
750,1967,11,1117,4506,04118,30500,Govt,distric soil testing lab parbhani,PARBHANI,PARBHANI                                          ,soilparabhani@gmail.com,9421391973,Yes,No,No,00,07,06,42,9870,42,9870,235,9870,235,14100,"RKVY,State Government Scheme",Static,Complete,Mandwa,Parbhani,MAHARASHTRA,PARBHANI Parbhani PARBHANI MAHARASHTRA,19.2609958,76.77666500000001
751,1968,11,1117,4506,04118,6510,Govt,district soil sarve testing,PARBHANI,PARBHANI                                          ,soilparabhani@gmail.com,9421391973,Yes,Yes,Yes,00,07,06,6750,8000,23000,23000,275,4300000,275,4300000,State Government Scheme,Mobile,Complete,Parbhani ,Parbhani,MAHARASHTRA,PARBHANI Parbhani PARBHANI MAHARASHTRA,19.2609958,76.77666500000001
752,700,11,1117,4506,04118,6510,Govt,"District Soil Survey Soil Testing Laboratory, Parbhani",PARBHANI,PARBHANI                                          ,soilparbhani@gmail.com,02452-225946,Yes,No,No,1,6,6,10000,15000,24035,25261,700,450,250,15,State Government Scheme,Static,Complete,Parbhani ,Parbhani,MAHARASHTRA,PARBHANI Parbhani PARBHANI MAHARASHTRA,19.2609958,76.77666500000001
753,151,11,1117,4506,04118,6510,KVK,Krishi Vigyan Kendra Parbhani,PARBHANI,PARBHANI                                          ,kvkpbn94@yahoo.co.in,9405986576,No,No,No,0,1,1,4500,0,2510,0,0,0,100,100,No government assistance,Static,Complete,Parbhani ,Parbhani,MAHARASHTRA,PARBHANI Parbhani PARBHANI MAHARASHTRA,19.2609958,76.77666500000001
754,1214,11,1117,4506,04118,6510,KVK,KVK Parbhani Mobile Van,PARBHANI,PARBHANI                                          ,kvkpbn94@yahoo.com.in, 02452 223045,No,No,No,1,1,1,4500,0,4500,0,0,0,100,100,.,Mobile,Complete,Parbhani ,Parbhani,MAHARASHTRA,PARBHANI Parbhani PARBHANI MAHARASHTRA,19.2609958,76.77666500000001
755,1220,11,1117,4506,04118,6510,SAU,Mobile Van M.K.V.Parbhani.,PARBHANI,PARBHANI                                          ,soilspbn@rediffmail.com,02452 234016,No,No,No,0,1,1,1000,0,1000,0,0,0,200,200,.,Mobile,Complete,Parbhani ,Parbhani,MAHARASHTRA,PARBHANI Parbhani PARBHANI MAHARASHTRA,19.2609958,76.77666500000001
756,819,11,1110,4517,04187,43948,Abhinav Drakshya Utpadak Sahakari Sangh,Abhinav Drakshya Utpadak Sahakari Sangh,PUNE,JUNNAR                                            ,abhinavgrapes@gmail.com,9890591297,Yes,No,No,2,3,2,2000,3000,340,340,425,300,105,100,No,Static,Complete,Agar,Junnar,MAHARASHTRA,JUNNAR Junnar PUNE MAHARASHTRA,19.2031842,73.87425
757,1152,11,1110,4515,04194,6657,Co-Op.,Akhil Maharashtra Dalimb Utpadak Sangh,PUNE,HAVELI                                            ,amdusspune@yahoo.co.in,9423065371,Yes,No,No,1,1,1,3500,3500,180,180,425,200,105,100,.,Mobile,Complete,Pune ,Pune City,MAHARASHTRA,HAVELI Pune City PUNE MAHARASHTRA,18.5083112,73.7908684
758,817,11,1110,4512,04200,16720,Private,Baramati Agro Limited,PUNE,BARAMATI                                          ,mail@baramatiagro.com,9822730645,Yes,No,No,1,2,1,10000,5000,756,756,425,150,105,0,No,Static,Complete,Shetphalgadhe,Indapur,MAHARASHTRA,BARAMATI Indapur PUNE MAHARASHTRA,18.1084261,75.0200933
759,822,11,1110,4514,04195,69912,Bhima Patas Sahakari Sakhar Karkhana,Bhima Patas Sahakari Sakhar Karkhana,PUNE,DAUND                                             ,bhimapatas@gmail.com,9405878716,Yes,No,No,2,3,3,10000,5000,2352,2352,425,200,105,50,No,Static,Complete,Patas,Daund,MAHARASHTRA,DAUND Daund PUNE MAHARASHTRA,18.4592892,74.5873348
760,820,11,1110,4515,04194,6658,Private,CANBIOSYS Pvt. Ltd.,PUNE,HAVELI                                            ,info@canbiosys.com,9850775054,Yes,No,No,1,2,1,1200,1200,44,44,425,200,105,100,State Government Scheme,Static,Complete,Pune ,Pune City,MAHARASHTRA,HAVELI Pune City PUNE MAHARASHTRA,18.5083112,73.7908684
761,1155,11,1110,4520,04194,6657,Private,Chaitanya soil sciences Private Limited,PUNE,MULSHI                                            ,chaitanya.soil@gmail.com,9890591297,Yes,No,No,2,5,2,15000,10000,175,175,425,300,105,125,.,Static,Complete,Pune ,Pune City,MAHARASHTRA,MULSHI Pune City PUNE MAHARASHTRA,18.5035327,73.7615386
762,894,11,1110,4517,04187,43982,Private,Chaitanya Vikas Laboratories,PUNE,JUNNAR                                            ,chaitanya.soil@gmail.com,9890591297,Yes,No,No,2,3,4,7500,5000,3300,3300,425,400,105,0,No funding ,Static,Complete,Narayangaon,Junnar,MAHARASHTRA,JUNNAR Junnar PUNE MAHARASHTRA,19.2031842,73.87425
763,818,11,1110,4514,04195,69927,Daund Sugar Factory,Daund Sugar Factory,PUNE,DAUND                                             ,kalyansingpatil@gmail.com,9158005633,Yes,No,No,1,2,2,10000,10000,1286,1286,425,200,105,0,No,Static,Complete,Alegaon,Daund,MAHARASHTRA,DAUND Daund PUNE MAHARASHTRA,18.4592892,74.5873348
764,1156,11,1110,4515,04194,6657,Private,Deepak Fertilisers And Petrochemicals Corporation Ltd.,PUNE,HAVELI                                            ,sanjay.jagtap@dfpcl.com,8380089899,Yes,Yes,Yes,3,2,6,30000,30000,15370,13826,385,525,120.50,120,State Government Scheme,Static,Complete,Pune ,Pune City,MAHARASHTRA,HAVELI Pune City PUNE MAHARASHTRA,18.5083112,73.7908684
765,682,11,1110,4521,04194,6657,Govt,"District Soil Survey Soil Testing Laboratory, Pune",PUNE,PUNE CITY                                         ,soilpune@gmail.com,020-25537110,Yes,No,No,1,6,6,10000,15000,10000,11000,700,450,250,15,State Government Scheme,Static,Complete,Pune ,Pune City,MAHARASHTRA,PUNE CITY Pune City PUNE MAHARASHTRA,18.5204303,73.8567437
766,1153,11,1110,4515,04193,70303,Private,IMT Technology limited soil testing lab,PUNE,HAVELI                                            ,rmpl@ranadey.com,9822008774,Yes,No,No,1,3,2,1200,4800,0,0,425,0,105,0,State Government Scheme,Static,Complete,Kondave - Dhavde,Haveli,MAHARASHTRA,HAVELI Haveli PUNE MAHARASHTRA,18.5083112,73.7908684
767,1158,11,1110,4516,04200,16885,Co-Op.,Karmyogi S. V. Patil sahakari Sakhar Karkhana,PUNE,INDAPUR                                           ,Indrasugar@yahoo.com,9422519187,Yes,No,No,2,2,2,10000,5000,1653,2240,425,200,105,0,.,Static,Complete,Bijwadi,Indapur,MAHARASHTRA,INDAPUR Indapur PUNE MAHARASHTRA,18.1140272,75.03190860000001
768,1417,11,1110,4512,04199,17083,KVK,"Krishi Vigyan Kendra , Baramati",PUNE,BARAMATI                                          ,kvkbmt@yahoo.com,9422519175,Yes,Yes,Yes,1,6,3,6000,6000,6000,6000,525,550,250,260,ICAR,Static,Complete,Malegaon Kh.,Baramati,MAHARASHTRA,BARAMATI Baramati PUNE MAHARASHTRA,18.1841352,74.6107628
769,1418,11,1110,4512,04199,17083,KVK,"Krishi Vigyan Kendra , Baramati",PUNE,BARAMATI                                          ,kvkbmt@yahoo.com,9422519175,Yes,Yes,Yes,1,4,2,6000,6000,6000,6000,525,550,250,260,State Government Scheme,Mobile,Complete,Malegaon Kh.,Baramati,MAHARASHTRA,BARAMATI Baramati PUNE MAHARASHTRA,18.1841352,74.6107628
770,1157,11,1110,4512,04199,6669,KVK,"Krishi Vigyan Kendra, Baramati",PUNE,BARAMATI                                          ,kvkbmt@yahoo.com,9422519175,Yes,No,No,1,1,1,10000,5000,2226,2226,425,225,105,100,.,Mobile,Complete,Baramati ,Baramati,MAHARASHTRA,BARAMATI Baramati PUNE MAHARASHTRA,18.1841352,74.6107628
771,1880,11,1110,4512,04199,17083,KVK,KVK Baramati,PUNE,BARAMATI                                          ,kvkbmt@yahoo.com,9422519175,Yes,Yes,Yes,01,07,02,6000,10000,10000,10000,320,325,125,125,State Government Scheme,Static,Complete,Malegaon Kh.,Baramati,MAHARASHTRA,BARAMATI Baramati PUNE MAHARASHTRA,18.1841352,74.6107628
772,223,11,1110,4512,04199,6669,KVK,"kvk,BARAMATI SOIL TESTING LAB",PUNE,BARAMATI                                          ,kvkbmt@yahoo.com,9422519175,Yes,Yes,Yes,1,6,3,12000,10000,10000,6000,350,325,150,125,ICAR,Static,Complete,Baramati ,Baramati,MAHARASHTRA,BARAMATI Baramati PUNE MAHARASHTRA,18.1841352,74.6107628
773,224,11,1110,4512,04199,6669,KVK,"kvk,BARAMATI SOIL TESTING LAB",PUNE,BARAMATI                                          ,kvkbmt@yahoo.com,9422519175,Yes,Yes,Yes,1,6,3,12000,10000,10000,6000,350,325,150,125,ICAR,Static,Complete,Baramati ,Baramati,MAHARASHTRA,BARAMATI Baramati PUNE MAHARASHTRA,18.1841352,74.6107628
774,896,11,1110,4516,04200,16724,Mahabank,Mahabank Agro Research Gramin Vikas Sanstha,PUNE,INDAPUR                                           ,rdcv123@gmail.com,9673660616,No,No,No,1,2,2,10000,0,8456,0,425,300,105,125,.,Static,Complete,Bhigvan,Indapur,MAHARASHTRA,INDAPUR Indapur PUNE MAHARASHTRA,18.1140272,75.03190860000001
775,1154,11,1110,4516,04200,16865,Co-Op.,Nira-Bhima Sahakari Sakhar Karkhana,PUNE,INDAPUR                                           ,nirabhima@rediffmail.com,9420279760,Yes,No,No,2,1,1,10000,5000,426,426,425,200,105,0,.,Static,Complete,Redani,Indapur,MAHARASHTRA,INDAPUR Indapur PUNE MAHARASHTRA,18.1140272,75.03190860000001
776,895,11,1110,4515,04194,6657,Co-op.,Pradeshik Krishi Utpanna Bajar Samiti,PUNE,HAVELI                                            ,kubspune37@rediffmail.com,98221`72744,Yes,Yes,Yes,1,2,2,3000,3000,132,132,425,200,105,30,State Government Scheme,Static,Complete,Pune ,Pune City,MAHARASHTRA,HAVELI Pune City PUNE MAHARASHTRA,18.5083112,73.7908684
777,1159,11,1110,4519,04191,70355,PSU,Rashtriya Sugi Paschat Tantradyan sanstha,PUNE,MAVAL,htc_td@yahoo.co.in,9422052777,Yes,No,No,1,4,2,4000,1000,187,187,425,300,105,175,.,Static,Complete,Talegaon Dabhade ,Mawal,MAHARASHTRA,MAVAL Mawal PUNE MAHARASHTRA,18.7552105,73.4445392
778,1958,11,1110,4522,04196,57911,Govt,Soil Testing lab pune - 5,PUNE,PURANDAR,soilpune@gmail.com,9404963999,Yes,No,No,4,3,2,7000,7000,7000,7000,235,235,235,235,State Government Scheme,Static,Complete,Ambale,Purandhar,MAHARASHTRA,PURANDAR Purandhar PUNE MAHARASHTRA,18.2765686,73.9695357
779,821,11,1110,4512,04199,6669,Someshwar Sahakari Sakhar Karkhana,Someshwar Sahakari Sakhar Karkhana,PUNE,BARAMATI                                          ,someshwarsakhar@gmail.com,9822007289,Yes,No,No,1,3,1,3600,2400,1270,1270,425,200,105,0,No,Static,Complete,Baramati ,Baramati,MAHARASHTRA,BARAMATI Baramati PUNE MAHARASHTRA,18.1841352,74.6107628
780,2008,11,1110,4520,04192,70461,Private,Zuari Agro Chemicals Ltd,PUNE,MULSHI                                            ,adlpun@adventz.com,9822412062,Yes,No,No,NA,NA,NA,120,10000, , , , , , ,RKVY,Mobile,Under Progress,Adgaon,Mulshi,MAHARASHTRA,MULSHI Mulshi PUNE MAHARASHTRA,18.5010536,73.5137654
781,647,11,1103,4525,04177,6627,Govt,"District Soil Survey Soil Testing Laboratory,Raigad ",RAIGARH,ALIBAG                                            ,soilraigad@gmail.com,021-41221418 / 9421935647,Yes,No,No,1,6,6,10000,15000,9000,10000,700,450,250,15,State Government Scheme,Static,Complete,Alibag ,Alibag,MAHARASHTRA,ALIBAG Alibag RAIGARH MAHARASHTRA,18.6553938,72.8670819
782,356,11,1103,4535,04179,6631,KVK,Krishi Vigyan Kendra Roha raigad,RAIGARH,ROHA                                              ,kvk_roha@yahoo.co.in,0942113603,No,No,No,1,0,0,500,1000,700,1500,4500,2100,1500,1000,"State Government Scheme,ICAR Delhi",Static,Complete,Roha Ashtami ,Roha,MAHARASHTRA,ROHA Roha RAIGARH MAHARASHTRA,18.4389511,73.1167514
783,1962,11,1104,0,04271,6803,Govt,"DISTRICT SOIL SURVEY & SOIL TESTING LABORATORY, RATNAGIRI",RATNAGIRI, ,soilratnagiri@gmail.com,9422498837,Yes,No,No,0,2,3,7600,7600,7600,7600, , ,235,235,State Government Scheme,Static,Complete,Ratnagiri ,Ratnagiri,MAHARASHTRA,Ratnagiri RATNAGIRI MAHARASHTRA,16.990215,73.31202329999999
784,658,11,1104,4547,04271,6803,Govt,"District Soil Survey Soil Testing Laboratory, Ratnagiri",RATNAGIRI,RATNAGIRI                                         ,soilratnagiri@gmail.com,023-52222228 / 9822511846,Yes,No,No,0,5,1,7600,7600,7600,8314,235,235,235,235,State Government Scheme,Static,Complete,Ratnagiri ,Ratnagiri,MAHARASHTRA,RATNAGIRI Ratnagiri RATNAGIRI MAHARASHTRA,16.990215,73.31202329999999
785,715,11,1104,4540,04269,64259,Private,GOVINDARAOJI  NIKAM AGRIL. COLLEGE MANDAKI PALAVAN,RATNAGIRI,CHIPALUN,gncamp@rediffmail.com,02355 - 233136,Yes,No,No,1,2,0,2700,0,12,0,50,50,50,50,Private,Static,Complete,Mandki,Chiplun,MAHARASHTRA,CHIPALUN Chiplun RATNAGIRI MAHARASHTRA,17.5323106,73.5177928
786,279,11,1104,4544,04273,148688,KVK,kvk ratnagiri,RATNAGIRI,LANJA                                             ,kvkratnagiri@rediffmail.com,9028499054,No,No,No,0,1,0,500,0,250,0,0,0,140,140,ICAR,Static,Complete,Devdhe,Lanja,MAHARASHTRA,LANJA Lanja RATNAGIRI MAHARASHTRA,16.8559112,73.541744
787,713,11,1104,4541,04267,6796,Private,Microanalitical lab Dapoli.,RATNAGIRI,DAPOLI                                            ,dubssc@gmail.com,02358-283256 / 280225,Yes,No,No,1,2,2,8500,0,5969,0,0,0,250,15,Private,Static,Complete,Dapoli Camp ,Dapoli,MAHARASHTRA,DAPOLI Dapoli RATNAGIRI MAHARASHTRA,17.767697,73.1910115
788,716,11,1104,4540,04269,64131,Private,Sharadchandraji Pawar Agril. College Kharavate Dahivali,RATNAGIRI,CHIPALUN,spcollegeofagriculture@rediffmail.com,02355 - 273640 / 273644,No,No,No,1,2,1,600,0,60,0,50,50,50,50,2004-05 Rs. 2.00 Lakh,Static,Complete,Kharavate,Chiplun,MAHARASHTRA,CHIPALUN Chiplun RATNAGIRI MAHARASHTRA,17.5323106,73.5177928
789,1970,11,1104,4547,04271,6803,Govt,SOIL SURVEY & SOIL TESTING LABORATORY RATNAGIRI,RATNAGIRI,RATNAGIRI                                         ,soilratnagiri@gmail.com,9422440653,Yes,No,No,1,3,2,7600,10000,22800,18000,235,235,235,235,"RKVY,State Government Scheme",Static,Complete,Ratnagiri ,Ratnagiri,MAHARASHTRA,RATNAGIRI Ratnagiri RATNAGIRI MAHARASHTRA,16.990215,73.31202329999999
790,685,11,1112,4554,04302,6857,Govt,"District Soil Survey Soil Testing Laboratory, Sangli",SANGLI,MIRAJ                                             ,soilsangli@gmail.com,0233-2376503 ,Yes,No,No,1,6,6,10000,15000,7000,8000,700,450,250,15,State Government Scheme,Static,Complete,Sangli Miraj Kupwad ,Miraj,MAHARASHTRA,MIRAJ Miraj SANGLI MAHARASHTRA,16.8165015,74.6424728
791,1177,11,1112,4554,04302,6857,Private,"Eco Care Labs and Constalancy, Sangli, Dist Sangli.",SANGLI,MIRAJ                                             ,ecocarelabs@gmail.com,9890637017,Yes,Yes,Yes,2,6,1,5000,3000,5000,3000,500,350,150,15,.,Static,Complete,Sangli Miraj Kupwad ,Miraj,MAHARASHTRA,MIRAJ Miraj SANGLI MAHARASHTRA,16.8165015,74.6424728
792,1175,11,1112,4550,04304,452730,Private,"Jyotiraditya Laboratory, Jatj, Dist Sangli",SANGLI,JATH                                              ,shrishailballoli555@gmail.com,9730179919,Yes,No,No,1,7,1,5000,7500,5000,7500,550,450,300,250,.,Static,Complete,Jat,Jat,MAHARASHTRA,JATH Jat SANGLI MAHARASHTRA,17.0499959,75.21350090000001
793,1174,11,1112,4555,04297,393890,Private,"Kranti Sahakari Kharkhana Ltd, Kundal, Dist Sangli",SANGLI,PALUS                                             ,krantisugar@rediffmail.com,9623259595,Yes,No,No,5,2,3,10000,3500,3500,3500,300,250,50,15,RKVY,Static,Complete,Kundal,Palus,MAHARASHTRA,PALUS Palus SANGLI MAHARASHTRA,17.097643,74.4496317
794,1172,11,1112,4558,04296,6847,Private,"Krushi Padhivdhar Aoudhogik Sahakari Sang, Islampur, Dist Sangli",SANGLI,VALVA-ISLAMPUR,krishisanghislampur@gmail.com,9860224877,Yes,No,No,2,2,0,5000,2000,5000,2000,250,215,200,150,.,Static,Complete,Uran Islampur ,Walwa,MAHARASHTRA,VALVA-ISLAMPUR Walwa SANGLI MAHARASHTRA,,
795,147,11,1112,4554,04302,380675,KVK,KVK SOIL & WATER TESTING LAB,SANGLI,MIRAJ                                             ,kvksangli@rediffmail.com,9960606467,No,Yes,Yes,0,1,0,2000,0,600,0,0,0,80,100,"ZPD, Hyderabad",Static,Complete,Kharkatwadi,Miraj,MAHARASHTRA,MIRAJ Miraj SANGLI MAHARASHTRA,16.8165015,74.6424728
796,1817,11,1112,4554,04302,6857,Private,Nikhil Analytical & Research Laboratory,SANGLI,MIRAJ                                             ,nikhil_lab@yahoo.com,9822054418,Yes,Yes,Yes,7,5,3,3000,3000,1000,1000,400,215,250,15,RKVY,Static,Complete,Sangli Miraj Kupwad ,Miraj,MAHARASHTRA,MIRAJ Miraj SANGLI MAHARASHTRA,16.8165015,74.6424728
797,1818,11,1112,4554,04302,6857,Private,Nikhil Analytical & Research Laboratory,SANGLI,MIRAJ                                             ,nikhil_lab@yahoo.com,9822054418,Yes,Yes,Yes,7,5,3,3000,3000,734,734,400,215,250,15,RKVY,Static,Complete,Sangli Miraj Kupwad ,Miraj,MAHARASHTRA,MIRAJ Miraj SANGLI MAHARASHTRA,16.8165015,74.6424728
798,1982,11,1112,0,04296,393745,Private,"RAJARAMBAPU PATIL SAHAKRI SAKHAR KARKHANA LTD ., RAJARAMNAGAR ",SANGLI, ,cdo@rajarambapusugar.com,9970900137,Yes,No,No,3,4,4,4000,3300,200,2981,527,225,250,125,RKVY,Static,Complete,Sakharale,Walwa,MAHARASHTRA,Walwa SANGLI MAHARASHTRA,17.0265067,74.3743435
799,1170,11,1112,4558,04296,393863,Co-Op.,"Rajarambapu Sahakari Sakhar Kharkhana, Islampur , Dist Sangli",SANGLI,VALVA-ISLAMPUR,cdo@rajarambapusugar.com,9970900137,Yes,No,No,3,1,3,3500,4500,3500,4500,300,250,45,15,.,Static,Complete,Walwa,Walwa,MAHARASHTRA,VALVA-ISLAMPUR Walwa SANGLI MAHARASHTRA,,
800,1171,11,1112,4551,04298,393627,Co-Op.,Sonhira Sahakari sakhar  Karkhana ,SANGLI,KADEGAON                                          ,sonhirasakhar@yahoo.co.in,9421365343,Yes,No,No,0,0,0,5000,6000, , , , , , ,.,Mobile,Under Progress,Wangi,Kadegaon,MAHARASHTRA,KADEGAON Kadegaon SANGLI MAHARASHTRA,17.2963611,74.3315243
801,1173,11,1112,4558,04296,393720,KVK,Surbhi Krushi vindnyan Mandal Kasegaon,SANGLI,VALVA-ISLAMPUR, ,9823086143,Yes,No,No,1,2,1,2000,3000,1000,2000,600,450,100,15,.,Mobile,Complete,Kasegaon,Walwa,MAHARASHTRA,VALVA-ISLAMPUR Walwa SANGLI MAHARASHTRA,,
802,1168,11,1112,4558,04296,6847,Private,"Sushilanand Agro Policlinic , Islampur, Dist Sangli",SANGLI,VALVA-ISLAMPUR,sushilanand491@gmail.com,9822391491,Yes,No,No,1,5,0,5000,2000,5000,2000,500,450,50,15,.,Static,Complete,Uran Islampur ,Walwa,MAHARASHTRA,VALVA-ISLAMPUR Walwa SANGLI MAHARASHTRA,,
803,1169,11,1112,4556,04295,393713,Co-Op.,"Vishwasrao Naik Sahakari Sakhar Karkhana, Shirala",SANGLI,SHIRALA                                           ,pwarashish066@gmail.com,9764766003,Yes,No,No,1,3,4,5000,6000,5000,6000,150,100,50,15,.,Static,Complete,Chikhali,Shirala,MAHARASHTRA,SHIRALA Shirala SANGLI MAHARASHTRA,16.9848313,74.1284003
804,1164,11,1111,4568,04262,546046,Co-Op.,"Ajinkayatara co.sugar fact.Shendre,Satara",SATARA,SATARA,ajinkyasugar@gmail.com,02162-279166-68,Yes,No,No,2,2,8,10000,3500,2240,1950,215,215,15,15,State Government Scheme,Static,Complete,Shendre,Satara,MAHARASHTRA,SATARA Satara SATARA MAHARASHTRA,17.6804639,74.018261
805,2049,11,1111,4568,04262,546046,Private,"ajinkyatara soil & water testing lab, shendre",SATARA,SATARA,ajinkyasugar.stl@gmail.com,9130049165,Yes,Yes,Yes,2,2,3,5000,10000,2000,2000,250,250,35,35,State Government Scheme,Static,Complete,Shendre,Satara,MAHARASHTRA,SATARA Satara SATARA MAHARASHTRA,17.6804639,74.018261
806,1988,11,1111,4568,04262,546046,Private,ajinkyatara soil & water testing lab.,SATARA,SATARA,stlassk@gmail.com,9561097238,Yes,Yes,Yes,2,2,3,5000,10000,2000,2000,250,250,35,35,"RKVY,NPMSF,MMA,State Government Scheme",Static,Complete,Shendre,Satara,MAHARASHTRA,SATARA Satara SATARA MAHARASHTRA,17.6804639,74.018261
